File,CHQ,Summary,NewSum,ExtractedSummary
1-131027425.xml.txt,"SUBJECT: Mayonnaise and food poisoning
MESSAGE: I have researched many other sites that say that mayonnaise is a safe food and that it is a myth that it causes food poisoning.  It seems to get a bad rap because it is used in combination with other items that cause food poisoning.  Some sites insist that it can even prevent the onslaught of bacterial growth, thus helping to ward off food poisoning because of its acidic nature.  Apparently it often used to be made at home, with eggs, and the eggs would go bad.....mayonnaise has thus carried this stigma ever since.  But many sites insist it is safe.  I was wondering what you think of these findings?   Thank you!",Does mayonnaise cause food poisoning?,"
(i) One line question: ""Is mayonnaise safe to eat and can it prevent food poisoning?""

(ii) Wrapped in double quotes: ""Is mayonnaise safe to eat and can it prevent food poisoning?""",Is mayonnaise safe to eat and can it prevent food poisoning?
1-123056965.xml.txt,MESSAGE: Is it okay to drink alcohol in moderation when taking Ampicillin.  I was told it negates any medical effect of the drug,Can I drink alcohol while taking Amoxicillin?,"
(i) One line question: Is it okay to drink alcohol in moderation when taking Ampicillin?

(ii) Wrapped with double quotes: ""Is it okay to drink alcohol in moderation when taking Ampicillin?""",Is it okay to drink alcohol in moderation when taking Ampicillin?
11781.txt,"atypical pnuemonia.
 what is the possibility of atypical pneumonia occurring again less than a month after treatment?",Can atypical pneumonia recur shortly after treatment?,"
Here is the summary of the health question:

* One line question: ""What is the possibility of atypical pneumonia occurring again less than a month after treatment?""
* Wrapped with double quotes: ""What is the possibility of atypical pneumonia occurring again less than a month after treatment?""",What is the possibility of atypical pneumonia occurring again less than a month after treatment?
1-137183357.xml.txt,"SUBJECT: research on the treatment of Pruritic rash consistant with a drug reaction from Diltiazem in Africian- Americans.
MESSAGE: I am an 86 year old senior and I have been suffering since December 2014 with a rash when Furosemide was added to diltiazem in order to lower my blood pressure in preparation for a knee replacement. Rash on arms , chest, face . It keeps
recurring. Main treatment has been topical creams and steroid injections and pills of the same. Are there other treatments available? The itch is terrible. Two biopsies were done. One [LOCATION] the doctors are waiting for me to solve my problem. I have been to seven doctors in my area.

rresearch has been done Dr.[NAME] and Dr. [NAME] at [LOCATION]",Are there treatments for a pruritic rash other than topical creams and steroids?,"
The health question can be summarized as: ""What are other treatments available for a pruritic rash caused by a drug reaction to Diltiazem in African Americans?""",What are other treatments available for a pruritic rash caused by a drug reaction to Diltiazem in African Americans?
1-133036745.xml.txt,"SUBJECT: ClinicalTrials.gov - Question - specific study
MESSAGE: My name is [NAME] and I am 76 years old. I have had jock itch (just itch no rash) for 7 years. When I try to stop the itch comes back with a vengeance. I am currently using Ketoconazole 2% cream to control the itch. It appears that I am doomed to no cure but I hope I may be wrong.
So, given this I have a few questions:
1. Am I still doomed or is/are there any drugs or treatments that can cure me?
2. If not, then are there any drugs that your studies have shown to be superior to Ketoconazole?  If so, will you please list up to 3 of them for me?
3. My Dermatologist suggested that I use Zeasorb antifungal powder.  Have you ever conducted a study of this? If so, how does it perform when compared to Ketoconazole or any of the drugs you may have listed in # 2 above?",What are alternative treatments to Ketoconazole for jock itch?,"
Answer: The health question is: ""Am I still doomed or are there any drugs or treatments that can cure me?""

The question is wrapped in double quotes and is a one-line question.",Am I still doomed or are there any drugs or treatments that can cure me?
14294.txt,"SUBJECT: cecum adhered to vaginal cuff
MESSAGE: I am trying to find any article, photograph, or image that references to the cecum being stuck or adhered to the vaginal cuff due to adhesions from previous abdominal surgeries.  I have searched on PubMed for hours with no luck.  Any help would be greatly appreciated.  It would even be helpful if there is just some type of article that lists this as being encountered by surgeons during the surgery they were performing.",Are there any documented cases of cecum adhesions at the vaginal cuff?,"
The health question is: ""Is there any image, article, or photograph that references the cecum being stuck or adhered to the vaginal cuff due to adhesions from previous abdominal surgeries?""","Is there any image, article, or photograph that references the cecum being stuck or adhered to the vaginal cuff due to adhesions from previous abdominal surgeries?"
11810.xml.txt,"Kidney transplant.
 My father is having trouble with the kidney he received from a donor.  When he first had the transplant, things were ok. Now on the kidney is giving him trouble.  Some tests came back stating that the kidnewy was damaged and the transplant still took place. What steps can we do with getting the hospital to take charge with fixing this issue? His transplant procedure was at [LOCATION] in [LOCATION].",What is the prognosis and potential complications of a kidney transplant?,"
(i) The health question can be summarized as: ""What steps can we take to get the hospital to fix the issue with my father's damaged kidney transplant, which was performed at [LOCATION]?""

(ii) The health question is wrapped in double quotes to indicate that it is a complete and self-contained question.","What steps can we take to get the hospital to fix the issue with my father's damaged kidney transplant, which was performed at [LOCATION]?"
1-131875392.xml.txt,"SUBJECT: ClinicalTrials.gov - Suggestion
MESSAGE: Hello, my name is [NAME]
, and I have Fibromyalgia terribly. My father has MS, and my mother's sister has been diagnosised with ALS. I was wondering if that would have any bearing on why my Fibromyalgia is hit me so hard. I have been experiencing s/s since as far back as 3rd grade that medical records can show and I'm 40 years old now. By the time I was 18 I was told I need psychiatric help because I was to young to complain like an 80 year old. Thanks [NAME]",Is fibromyalgia hereditary and related to multiple sclerosis and amyotrophic lateral sclerosis?,"
(i) The health question is: ""Do I have a genetic predisposition to developing Fibromyalgia due to my family history of MS and ALS?""

(ii) The question is wrapped in double quotes to indicate that it is a complete and standalone question.",Do I have a genetic predisposition to developing Fibromyalgia due to my family history of MS and ALS?
86.txt,ClinicalTrials.gov - Question - specific study. Hello! My daughters name is [NAME] and she has Trisomie 13 (free). She's now 15 month and I would like to find studies - how old is oldest child with this Syndrom? Many greetings from [LOCATION]. [NAME],What is the life expectancy of someone with free trisomy 13?,"
(i) The health question is: ""How old is the oldest child with Trisomy 13 syndrome?""

(ii) The question is wrapped in double quotes.",How old is the oldest child with Trisomy 13 syndrome?
1-133026372.xml.txt,"SUBJECT: FRIED FOODS AND HEART FAILURE. -  DOES THIS APPLY TO ALL OILS USED FOR FRYING?
MESSAGE: THE RESEARCH CAUTIONS AGAINST CONCUMPTION OF FRIED FOODS.  DOES THIS CAUTION APPLIES TO ALL TYPES OF OIL USED FOR FRYING?  HOW ABOUT COCONUT OIL AND GINGELY OIL? THESE TWO OILS ARE LARGELY CONSUMED IN THE SOUTHERN STATES OF INDIA, AND SINCE I HAIL FROM [LOCATION], THIS QUESTION.",Do foods fried in coconut oil or sesame oil contribute to heart disease?,"
Here is the summary of the health question:

(i) The question is a one-line question: ""DOES THIS CAUTION APPLIES TO ALL TYPES OF OIL USED FOR FRYING?"".

(ii) The question is wrapped with double quotes: ""FRIED FOODS AND HEART FAILURE. -  DOES THIS APPLY TO ALL OILS USED FOR FRYING?""",DOES THIS CAUTION APPLIES TO ALL TYPES OF OIL USED FOR FRYING?
